"","Year","Lg","Tm","W","L","T","Playoffs","PF","PA","PD","Coaches","AV","Passer","Rusher","Receiver","oPts","oYds","dPts","dYds","T.G","PtsOvr","YdsOvr","out.of","MoV","SoS","SRS","OSRS","DSRS","TM","TID","c1","c2","p.Year","p.Lg","p.Tm","p.W","p.L","p.T","p.Playoffs","p.PF","p.PA","p.PD","p.Coaches","p.AV","p.Passer","p.Rusher","p.Receiver","p.oPts","p.oYds","p.dPts","p.dYds","p.T.G","p.PtsOvr","p.YdsOvr","p.out.of","p.MoV","p.SoS","p.SRS","p.OSRS","p.DSRS","p.TM","p.TID","p.c1","p.c2","fired.mid","nc","fired","start","cwins","closs","cties","wc","cc","dc","lsb","poffs","playwin","playloss","pmade","sb","cpw","cpl","post","rings","years","ap","twc","tdc","tcc","tlsb","d.Year","d.W","d.L","d.T","d.PF","d.PA","d.PD","d.oPts","d.oYds","d.dPts","d.dYds","d.T.G","d.PtsOvr","d.YdsOvr","d.out.of","d.MoV","d.SoS","d.SRS","d.OSRS","d.DSRS","win.p","p.win.p","d.win.p","v.win.p","c.win.p","pp","dpm","OPTS","OYDS","DPTS","DYDS","TO","PTSO","YDSO","pmz","postz","dpost","qb1","rb1","wr1","zc","y1","y2","y3","y4","y5","y6","y7","gm","gm1","gm2","l.post","mp","dp","cdp","dp5","dp3","dp2","champ","apy","cpwy","wcy","dcy","ccy","lsby","ringsy","apy1"
"1150",2002,"NFL","New York Giants*",10,6,0,"Lost WC",320,279,41,"Fassel","Strahan","Collins","Barber","Toomer",22,6,3,9,18,12,5,32,2.6,-1.7,0.8,-2.2,3,"nyg",9,"Fassel","",2001,"NFL","New York Giants",7,9,0,"",294,321,-27,"Fassel","Strahan","Collins","Barber","Toomer",21,9,16,14,16,18,7,31,-1.7,-0.1,-1.8,-1.8,0,"nyg",9,"Fassel","",0,"Fassel",0,0,54,41,1,1,0,13,0,1,0,1,1,0,3,3,3,0,6,6,2,0,0,1,1,3,-3,0,26,-42,68,1,-3,-13,-5,2,-6,-2,1,4.3,-1.6,2.6,-0.4,3,0.625,0.4375,0.1875,0.45,0.567708333333333,0.5,0,0.6875,0.1875,0.09375,0.28125,0.5625,0.375,0.15625,0,0,1,0,0,0,1.32680694400756,0,0,0,0,0,1,0,"Ernie Accorsi",1,1,0,1,0.25,0.192708333333333,0,0.1875,-0.125,0,1,0.5,0.5,0.166666666666667,0.166666666666667,0.166666666666667,0,1.55
"1151",2003,"NFL","New York Giants",4,12,0,"",243,387,-144,"Fassel","Strahan","Collins","Barber","Toomer",30,20,29,22,31,31,23,32,-9,0.4,-8.6,-4.8,-3.7,"nyg",9,"Fassel","",2002,"NFL","New York Giants*",10,6,0,"Lost WC",320,279,41,"Fassel","Strahan","Collins","Barber","Toomer",22,6,3,9,18,12,5,32,2.6,-1.7,0.8,-2.2,3,"nyg",9,"Fassel","",0,"Coughlin",1,0,58,53,1,0,0,5,0,0,0,0,0,0,3,3,3,0,7,6,2,0,0,1,1,-6,6,0,-77,108,-185,8,14,26,13,13,19,18,0,-11.6,2.1,-9.4,-2.6,-6.7,0.25,0.625,-0.375,0.6,0.522321428571429,0.428571428571429,-1,0.9375,0.625,0.90625,0.6875,0.96875,0.96875,0.71875,-0.0102040816326531,0,0,0,0,0,0.472455591261535,0,0,0,0,0,0,1,"Ernie Accorsi",1,0,1,1,-0.125,0.147321428571429,0,-0.5,-0.1875,0,0.857142857142857,0.428571428571429,0.428571428571429,0.142857142857143,0.142857142857143,0.142857142857143,0,1.32857142857143
"1152",2004,"NFL","New York Giants",6,10,0,"",303,347,-44,"Coughlin","Barber","Warner","Barber","Toomer",22,23,17,13,14,22,24,32,-2.8,-1.2,-3.9,-2.3,-1.6,"nyg",9,"Coughlin","",2003,"NFL","New York Giants",4,12,0,"",243,387,-144,"Fassel","Strahan","Collins","Barber","Toomer",30,20,29,22,31,31,23,32,-9,0.4,-8.6,-4.8,-3.7,"nyg",9,"Fassel","",0,"Coughlin",0,1,6,10,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,-2,0,60,-40,100,-8,3,-12,-9,-17,-9,1,0,6.2,-1.6,4.7,2.5,2.1,0.375,0.25,0.125,0.3,0.375,0,-1,0.6875,0.71875,0.53125,0.40625,0.4375,0.6875,0.75,-0.5,0,-3,1,0,0,-1,1,0,0,0,0,0,0,"Ernie Accorsi",0,0,1,1,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0
"1153",2005,"NFL","New York Giants*",11,5,0,"Lost WC",422,314,108,"Coughlin","Barber","Manning","Barber","Burress",3,4,14,24,4,6,8,32,6.8,0.7,7.5,5.8,1.7,"nyg",9,"Coughlin","",2004,"NFL","New York Giants",6,10,0,"",303,347,-44,"Coughlin","Barber","Warner","Barber","Toomer",22,23,17,13,14,22,24,32,-2.8,-1.2,-3.9,-2.3,-1.6,"nyg",9,"Coughlin","",0,"Coughlin",0,0,17,15,0,1,0,2,0,1,0,1,1,0,0,1,1,0,2,1,1,0,0,0,1,5,-5,0,119,-33,152,-19,-19,-3,11,-10,-16,-16,0,9.6,1.9,11.4,8.1,3.3,0.6875,0.375,0.3125,0.4,0.53125,0.5,0,0.09375,0.125,0.4375,0.75,0.125,0.1875,0.25,0,-0.125,1,1,0,1,0.353553390593274,0,1,0,0,0,0,0,"Ernie Accorsi",0,0,0,1,0.4375,0.28125,0.4375,0.4375,0.4375,0,0.5,0,0.5,0,0,0,0,0.05
"1154",2006,"NFL","New York Giants*",8,8,0,"Lost WC",355,362,-7,"Coughlin","Barber","Manning","Barber","Burress",11,14,24,25,17,16,19,32,-0.4,0.5,0.1,1.2,-1.1,"nyg",9,"Coughlin","",2005,"NFL","New York Giants*",11,5,0,"Lost WC",422,314,108,"Coughlin","Barber","Manning","Barber","Burress",3,4,14,24,4,6,8,32,6.8,0.7,7.5,5.8,1.7,"nyg",9,"Coughlin","",0,"Coughlin",0,0,25,23,0,1,0,2,0,1,0,1,1,0,0,2,2,0,3,2,2,0,0,0,1,-3,3,0,-67,48,-115,8,10,10,1,13,10,11,0,-7.2,-0.2,-7.4,-4.6,-2.8,0.5,0.6875,-0.1875,0.65,0.520833333333333,0.666666666666667,1,0.34375,0.4375,0.75,0.78125,0.53125,0.5,0.59375,0.0555555555555555,-0.0883883476483184,1,0,0,0,0.288675134594813,0,0,1,0,0,0,0,"Ernie Accorsi",0,0,0,1,0.25,0.270833333333333,0.25,0.25,0.125,0,0.666666666666667,0,0.666666666666667,0,0,0,0,0.0666666666666667
"1155",2007,"NFL","New York Giants*",10,6,0,"Won SB",373,351,22,"Coughlin","Umenyiora","Manning","Jacobs","Burress",14,16,17,7,26,13,11,32,1.4,1.9,3.3,2.8,0.4,"nyg",9,"Coughlin","",2006,"NFL","New York Giants*",8,8,0,"Lost WC",355,362,-7,"Coughlin","Barber","Manning","Barber","Burress",11,14,24,25,17,16,19,32,-0.4,0.5,0.1,1.2,-1.1,"nyg",9,"Coughlin","",0,"Coughlin",0,0,35,29,0,0,0,6,0,5,4,0,1,1,4,2,3,1,4,7,2,0,0,0,1,2,-2,0,18,-11,29,3,2,-7,-18,9,-3,-8,0,1.8,1.4,3.2,1.6,1.5,0.625,0.5,0.125,0.5,0.546875,0.75,2,0.4375,0.5,0.53125,0.21875,0.8125,0.40625,0.34375,0.0625,0.0170103454359943,1,0,1,0,0.75,0,0,0,1,0,0,0,"Jerry Reese",1,1,0,1,0.375,0.296875,0.375,0.25,-0.0625,1,1.75,0.75,0.75,0.25,0.25,0.25,0.25,3.825
"1156",2008,"NFL","New York Giants*",12,4,0,"Lost Div",427,294,133,"Coughlin","Tuck","Manning","Jacobs","Hixon",3,7,5,5,4,3,4,32,8.3,0.1,8.4,5.5,2.8,"nyg",9,"Coughlin","",2007,"NFL","New York Giants*",10,6,0,"Won SB",373,351,22,"Coughlin","Umenyiora","Manning","Jacobs","Burress",14,16,17,7,26,13,11,32,1.4,1.9,3.3,2.8,0.4,"nyg",9,"Coughlin","",0,"Coughlin",0,0,47,33,0,0,0,14,0,2,1,1,1,0,5,3,4,1,5,9,2,1,0,0,1,2,-2,0,54,-57,111,-11,-9,-12,-2,-22,-10,-7,0,6.9,-1.8,5.1,2.7,2.4,0.75,0.625,0.125,0.6,0.5875,0.8,3,0.09375,0.21875,0.15625,0.15625,0.125,0.09375,0.125,0.06,0.0110485434560398,1,0,0,1,1.56524758424985,0,0,0,0,1,0,0,"Jerry Reese",1,1,0,1,0.5,0.3375,0.5,0.0625,0.25,1,1.8,0.8,0.8,0.4,0.2,0.2,0.2,3.48
"1157",2009,"NFL","New York Giants",8,8,0,"",402,427,-25,"Coughlin","Manning","Manning","Jacobs","Smith",8,8,30,13,24,19,10,32,-1.6,1.6,0.1,4.6,-4.5,"nyg",9,"Coughlin","",2008,"NFL","New York Giants*",12,4,0,"Lost Div",427,294,133,"Coughlin","Tuck","Manning","Jacobs","Hixon",3,7,5,5,4,3,4,32,8.3,0.1,8.4,5.5,2.8,"nyg",9,"Coughlin","",0,"Coughlin",0,0,55,41,0,0,0,14,0,0,0,0,0,0,5,3,4,1,6,9,2,1,0,0,1,-4,4,0,-25,133,-158,5,1,25,8,20,16,6,0,-9.9,1.5,-8.3,-0.9,-7.3,0.5,0.75,-0.25,0.7,0.572916666666667,0.666666666666667,2,0.25,0.25,0.9375,0.40625,0.75,0.59375,0.3125,0.0277777777777778,0.0110485434560398,0,0,0,1,1.42886901662352,0,0,0,0,0,1,0,"Jerry Reese",1,1,1,1,0.25,0.322916666666667,0,0,-0.125,1,1.5,0.666666666666667,0.666666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,2.9
"1158",2010,"NFL","New York Giants",10,6,0,"",394,347,47,"Coughlin","Snee","Manning","Bradshaw","Nicks",7,5,17,7,18,11,3,32,2.9,-0.8,2.1,1.7,0.4,"nyg",9,"Coughlin","",2009,"NFL","New York Giants",8,8,0,"",402,427,-25,"Coughlin","Manning","Manning","Jacobs","Smith",8,8,30,13,24,19,10,32,-1.6,1.6,0.1,4.6,-4.5,"nyg",9,"Coughlin","",0,"Coughlin",0,0,65,47,0,0,0,18,0,0,0,0,0,0,5,3,4,1,7,9,2,1,0,0,1,2,-2,0,-8,-80,72,-1,-3,-13,-6,-6,-8,-7,0,4.5,-2.4,2,-2.9,4.9,0.625,0.5,0.125,0.5,0.580357142857143,0.571428571428571,1,0.21875,0.15625,0.53125,0.21875,0.5625,0.34375,0.09375,0.0102040816326531,0.0110485434560398,0,0,1,1,1.70084012854152,0,0,0,0,0,0,1,"Jerry Reese",1,1,2,1,0.375,0.330357142857143,0,0,-0.125,1,1.28571428571429,0.571428571428571,0.571428571428571,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,2.48571428571429
"1159",2011,"NFL","New York Giants*",9,7,0,"Won SB",394,400,-6,"Coughlin","Manning","Manning","Bradshaw","Cruz",9,8,25,27,7,19,12,32,-0.4,2,1.6,3.1,-1.5,"nyg",9,"Coughlin","",2010,"NFL","New York Giants",10,6,0,"",394,347,47,"Coughlin","Snee","Manning","Bradshaw","Nicks",7,5,17,7,18,11,3,32,2.9,-0.8,2.1,1.7,0.4,"nyg",9,"Coughlin","",0,"Coughlin",0,0,74,54,0,0,0,20,0,5,4,0,1,1,9,3,5,2,8,14,2,1,0,0,1,-1,1,0,0,53,-53,2,3,8,20,-11,8,9,0,-3.3,2.8,-0.5,1.4,-1.9,0.5625,0.625,-0.0625,0.6,0.578125,0.625,2,0.28125,0.25,0.78125,0.84375,0.21875,0.59375,0.375,0.015625,0.0180421959121758,1,0,0,1,1.76776695296637,0,0,0,0,0,0,1,"Jerry Reese",1,1,0,1,0.3125,0.328125,0,-0.1875,0.0625,1,1.75,0.875,0.625,0.375,0.25,0.25,0.25,4.0625
"1160",2012,"NFL","New York Giants",9,7,0,"",429,344,85,"Coughlin","Manning","Manning","Bradshaw","Cruz",6,14,12,31,4,8,24,32,5.3,0.9,6.2,4,2.2,"nyg",9,"Coughlin","",2011,"NFL","New York Giants*",9,7,0,"Won SB",394,400,-6,"Coughlin","Manning","Manning","Bradshaw","Cruz",9,8,25,27,7,19,12,32,-0.4,2,1.6,3.1,-1.5,"nyg",9,"Coughlin","",0,"Coughlin",0,0,83,61,0,0,0,22,0,0,0,0,0,0,9,3,5,2,9,14,2,1,0,0,1,0,0,0,35,-56,91,-3,6,-13,4,-3,-11,12,0,5.7,-1.1,4.6,0.9,3.7,0.5625,0.5625,0,0.55,0.576388888888889,0.555555555555556,1,0.1875,0.4375,0.375,0.96875,0.125,0.25,0.75,0.00617283950617284,0.0180421959121758,0,0,0,0,1.83333333333333,0,0,0,0,0,0,1,"Jerry Reese",1,0,1,1,0.3125,0.326388888888889,0,0.0625,-0.0625,1,1.55555555555556,0.777777777777778,0.555555555555556,0.333333333333333,0.222222222222222,0.222222222222222,0.222222222222222,3.61111111111111
"1161",2013,"NFL","New York Giants",7,9,0,"",294,383,-89,"Coughlin","Rolle","Manning","Brown","Cruz",28,28,18,8,31,23,22,32,-5.6,0.2,-5.4,-6.2,0.8,"nyg",9,"Coughlin","",2012,"NFL","New York Giants",9,7,0,"",429,344,85,"Coughlin","Manning","Manning","Bradshaw","Cruz",6,14,12,31,4,8,24,32,5.3,0.9,6.2,4,2.2,"nyg",9,"Coughlin","",0,"Coughlin",0,0,90,70,0,0,0,20,0,0,0,0,0,0,9,3,5,2,10,14,2,1,0,0,1,-2,2,0,-135,39,-174,22,14,6,-23,27,15,-2,0,-10.9,-0.7,-11.6,-10.2,-1.4,0.4375,0.5625,-0.125,0.55,0.5625,0.5,0,0.875,0.875,0.5625,0.25,0.96875,0.71875,0.6875,0,0.0180421959121758,0,0,1,0,1.58113883008419,0,0,0,0,0,0,1,"Jerry Reese",1,0,2,1,0.1875,0.3125,0,-0.1875,-0.125,1,1.4,0.7,0.5,0.3,0.2,0.2,0.2,3.25
"1162",2014,"NFL","New York Giants",6,10,0,"",380,400,-20,"Coughlin","Manning","Manning","Williams","Beckham",13,10,22,29,19,19,20,32,-1.3,-0.4,-1.7,0.8,-2.5,"nyg",9,"Coughlin","",2013,"NFL","New York Giants",7,9,0,"",294,383,-89,"Coughlin","Rolle","Manning","Brown","Cruz",28,28,18,8,31,23,22,32,-5.6,0.2,-5.4,-6.2,0.8,"nyg",9,"Coughlin","",0,NA,0,0,96,80,0,0,0,16,0,0,0,0,0,0,9,3,5,2,11,14,2,1,0,0,1,-1,1,0,86,17,69,-15,-18,4,21,-12,-4,-2,0,4.3,-0.6,3.7,7,-3.3,0.375,0.4375,-0.0625,0.45,0.545454545454545,0.454545454545455,-1,0.40625,0.3125,0.6875,0.90625,0.59375,0.59375,0.625,-0.00413223140495868,0.0180421959121758,0,0,1,1,1.20604537831105,0,0,0,0,0,0,1,"Jerry Reese",1,0,3,1,0.125,0.295454545454545,0,-0.1875,-0.1875,1,1.27272727272727,0.636363636363636,0.454545454545455,0.272727272727273,0.181818181818182,0.181818181818182,0.181818181818182,2.95454545454545
"1186",1983,"NFL","New York Jets",7,9,0,"",313,331,-18,"Walton","Gastineau","Todd","McNeil","Walker",19,11,10,13,22,16,13,28,-1.1,-0.1,-1.2,-1.9,0.7,"nyj",5,"Walton","",1982,"NFL","New York Jets*",6,3,0,"Lost Conf",245,166,79,"Michaels","Gastineau","Todd","McNeil","Walker",3,4,10,6,2,2,3,28,8.8,1.7,10.5,8.8,1.7,"nyj",5,"Michaels","",0,"Walton",0,1,7,9,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6,0,68,165,-97,16,7,0,7,20,14,10,0,-9.9,-1.8,-11.7,-10.7,-1,0.4375,0.666666666666667,-0.229166666666667,0.633333333333333,0.4375,0,-1,0.678571428571429,0.392857142857143,0.357142857142857,0.464285714285714,0.785714285714286,0.571428571428571,0.464285714285714,-0.5,0,-2,0,0,0,-0.5,1,0,0,0,0,0,0,"Jim Kensil",0,0,1,1,-0.229166666666667,-0.229166666666667,-0.229166666666667,-0.229166666666667,-0.229166666666667,0,0,0,0,0,0,0,0,0
"1187",1984,"NFL","New York Jets",7,9,0,"",332,364,-32,"Walton","Gastineau","Ryan","McNeil","Shuler",15,16,20,21,14,18,21,28,-2,-2.5,-4.5,-1.8,-2.7,"nyj",5,"Walton","",1983,"NFL","New York Jets",7,9,0,"",313,331,-18,"Walton","Gastineau","Todd","McNeil","Walker",19,11,10,13,22,16,13,28,-1.1,-0.1,-1.2,-1.9,0.7,"nyj",5,"Walton","",0,"Walton",0,0,14,18,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,19,33,-14,-4,5,10,8,-8,2,8,0,-0.9,-2.4,-3.3,0.0999999999999999,-3.4,0.4375,0.4375,0,0.45,0.4375,0,-2,0.535714285714286,0.571428571428571,0.714285714285714,0.75,0.5,0.642857142857143,0.75,-0.25,0,0,1,0,1,-0.707106781186548,0,1,0,0,0,0,0,"Jim Kensil",0,0,2,1,-0.229166666666667,-0.229166666666667,-0.229166666666667,-0.229166666666667,-0.229166666666667,0,0,0,0,0,0,0,0,0
"1188",1985,"NFL","New York Jets*",11,5,0,"Lost WC",393,264,129,"Walton","Klecko","O'Brien","McNeil","Shuler",7,4,3,8,2,3,3,28,8.1,0.9,9,3.8,5.2,"nyj",5,"Walton","",1984,"NFL","New York Jets",7,9,0,"",332,364,-32,"Walton","Gastineau","Ryan","McNeil","Shuler",15,16,20,21,14,18,21,28,-2,-2.5,-4.5,-1.8,-2.7,"nyj",5,"Walton","",0,"Walton",0,0,25,23,0,1,0,2,0,1,0,1,1,0,0,1,1,0,3,1,1,0,0,0,1,4,-4,0,61,-100,161,-8,-12,-17,-13,-12,-15,-18,0,10.1,3.4,13.5,5.6,7.9,0.6875,0.4375,0.25,0.45,0.520833333333333,0.333333333333333,-1,0.25,0.142857142857143,0.107142857142857,0.285714285714286,0.0714285714285714,0.107142857142857,0.107142857142857,-0.0555555555555556,-0.125,1,1,0,0,0.288675134594813,0,0,1,0,0,0,0,"Jim Kensil",0,0,0,1,0.0208333333333334,-0.145833333333333,0.0208333333333334,0.0208333333333334,0.25,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0.0333333333333333
"1189",1986,"NFL","New York Jets*",10,6,0,"Lost Div",364,386,-22,"Walton","O'Brien","O'Brien","McNeil","Toon",11,11,22,26,13,17,24,28,-1.4,0,-1.4,2,-3.3,"nyj",5,"Walton","",1985,"NFL","New York Jets*",11,5,0,"Lost WC",393,264,129,"Walton","Klecko","O'Brien","McNeil","Shuler",7,4,3,8,2,3,3,28,8.1,0.9,9,3.8,5.2,"nyj",5,"Walton","",0,"Walton",0,0,35,29,0,0,0,6,0,2,1,1,1,0,1,2,2,0,4,3,1,1,0,0,1,-1,1,0,-29,122,-151,4,7,19,18,11,14,21,0,-9.5,-0.9,-10.4,-1.8,-8.5,0.625,0.6875,-0.0625,0.65,0.546875,0.5,0,0.392857142857143,0.392857142857143,0.785714285714286,0.928571428571429,0.464285714285714,0.607142857142857,0.857142857142857,0,-0.0240562612162344,1,0,0,1,0.75,0,0,0,1,0,0,0,"Jim Kensil",0,0,0,1,-0.0416666666666666,-0.119791666666667,-0.0416666666666666,0.1875,0.1875,0,0.75,0.25,0.5,0.25,0,0,0,0.55
"1190",1987,"NFL","New York Jets",6,9,0,"",334,360,-26,"Walton","O'Brien","O'Brien","McNeil","Toon",14,20,20,19,18,17,19,28,-1.7,0.4,-1.3,1.3,-2.7,"nyj",5,"Walton","",1986,"NFL","New York Jets*",10,6,0,"Lost Div",364,386,-22,"Walton","O'Brien","O'Brien","McNeil","Toon",11,11,22,26,13,17,24,28,-1.4,0,-1.4,2,-3.3,"nyj",5,"Walton","",0,"Walton",0,0,41,38,0,0,0,3,0,0,0,0,0,0,1,2,2,0,5,3,1,1,0,0,1,-4,3,0,-30,-26,-4,3,9,-2,-7,5,0,-5,0,-0.3,0.4,0.0999999999999999,-0.7,0.6,0.4,0.625,-0.225,0.6,0.518987341772152,0.4,-1,0.5,0.714285714285714,0.714285714285714,0.678571428571429,0.642857142857143,0.607142857142857,0.678571428571429,-0.02,-0.0240562612162344,0,0,0,0,0.337526370277807,0,0,0,0,1,0,0,"Jim Kensil",0,0,1,1,-0.266666666666667,-0.147679324894515,-0.266666666666667,-0.0375,-0.2875,0,0.6,0.2,0.4,0.2,0,0,0,0.44
"1191",1988,"NFL","New York Jets",8,7,1,"",372,354,18,"Walton","Toon","O'Brien","McNeil","Toon",6,13,21,23,3,12,21,28,1.1,0.3,1.4,3.7,-2.4,"nyj",5,"Walton","",1987,"NFL","New York Jets",6,9,0,"",334,360,-26,"Walton","O'Brien","O'Brien","McNeil","Toon",14,20,20,19,18,17,19,28,-1.7,0.4,-1.3,1.3,-2.7,"nyj",5,"Walton","",0,"Walton",0,0,49,45,1,0,0,4,0,0,0,0,0,0,1,2,2,0,6,3,1,1,0,0,1,2,-2,1,38,-6,44,-8,-7,1,4,-15,-5,2,0,2.8,-0.1,2.7,2.4,0.3,0.53125,0.4,0.13125,0.42,0.521052631578947,0.333333333333333,-2,0.214285714285714,0.464285714285714,0.75,0.821428571428571,0.107142857142857,0.428571428571429,0.75,-0.0277777777777778,-0.0240562612162344,0,0,0,0,0.410391340834061,0,0,0,0,0,1,0,"Mike Hickey",1,1,2,1,-0.135416666666667,-0.145614035087719,0,-0.15625,-0.09375,0,0.5,0.166666666666667,0.333333333333333,0.166666666666667,0,0,0,0.366666666666667
"1192",1989,"NFL","New York Jets",4,12,0,"",253,411,-158,"Walton","McMillan","O'Brien","Hector","Townsell",26,17,25,27,25,26,24,28,-9.9,-0.2,-10.1,-4.9,-5.2,"nyj",5,"Walton","",1988,"NFL","New York Jets",8,7,1,"",372,354,18,"Walton","Toon","O'Brien","McNeil","Toon",6,13,21,23,3,12,21,28,1.1,0.3,1.4,3.7,-2.4,"nyj",5,"Walton","",0,"Coslet",1,0,53,57,1,0,0,-4,0,0,0,0,0,0,1,2,2,0,7,3,1,1,0,0,1,-4,5,-1,-119,57,-176,20,4,4,4,22,14,3,0,-11,-0.5,-11.5,-8.6,-2.8,0.25,0.53125,-0.28125,0.525,0.481981981981982,0.285714285714286,-3,0.928571428571429,0.607142857142857,0.892857142857143,0.964285714285714,0.892857142857143,0.928571428571429,0.857142857142857,-0.0306122448979592,-0.0240562612162344,0,0,1,1,-0.379663198300999,0,0,0,0,0,0,1,"Mike Hickey",1,1,3,1,-0.416666666666667,-0.184684684684685,0,-0.375,-0.15,0,0.428571428571429,0.142857142857143,0.285714285714286,0.142857142857143,0,0,0,0.314285714285714
"1193",1990,"NFL","New York Jets",6,10,0,"",295,345,-50,"Coslet","O'Brien","O'Brien","Thomas","Toon",19,16,17,23,6,20,22,28,-3.1,-1.5,-4.6,-2,-2.6,"nyj",5,"Coslet","",1989,"NFL","New York Jets",4,12,0,"",253,411,-158,"Walton","McMillan","O'Brien","Hector","Townsell",26,17,25,27,25,26,24,28,-9.9,-0.2,-10.1,-4.9,-5.2,"nyj",5,"Walton","",0,"Coslet",0,1,6,10,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,-2,0,42,-66,108,-7,-1,-8,-4,-19,-6,-2,0,6.8,-1.3,5.5,2.9,2.6,0.375,0.25,0.125,0.3,0.375,0,-1,0.678571428571429,0.571428571428571,0.607142857142857,0.821428571428571,0.214285714285714,0.714285714285714,0.785714285714286,-0.5,0,-2,0,1,1,-1,1,0,0,0,0,0,0,"Dick Steinberg",0,1,1,1,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0
"1194",1991,"NFL","New York Jets*",8,8,0,"Lost WC",314,293,21,"Coslet","O'Brien","O'Brien","Thomas","Moore",11,6,10,12,4,13,9,28,1.3,-3.8,-2.4,-1.2,-1.2,"nyj",5,"Coslet","",1990,"NFL","New York Jets",6,10,0,"",295,345,-50,"Coslet","O'Brien","O'Brien","Thomas","Toon",19,16,17,23,6,20,22,28,-3.1,-1.5,-4.6,-2,-2.6,"nyj",5,"Coslet","",0,"Coslet",0,0,14,18,0,1,0,-4,0,1,0,1,1,0,0,1,1,0,2,1,1,0,0,0,1,2,-2,0,19,-52,71,-8,-10,-7,-11,-2,-7,-13,0,4.4,-2.3,2.2,0.8,1.4,0.5,0.375,0.125,0.4,0.4375,0.5,0,0.392857142857143,0.214285714285714,0.357142857142857,0.428571428571429,0.142857142857143,0.464285714285714,0.321428571428571,0,-0.125,1,0,0,1,-0.707106781186548,0,1,0,0,0,0,0,"Dick Steinberg",0,1,0,1,0.25,0.1875,0.25,0.25,0.25,0,0.5,0,0.5,0,0,0,0,0.05
"1195",1992,"NFL","New York Jets",4,12,0,"",220,315,-95,"Coslet","Lewis","Nagle","Baxter","Moore",25,20,18,16,14,25,18,28,-5.9,-0.9,-6.9,-6,-0.9,"nyj",5,"Coslet","",1991,"NFL","New York Jets*",8,8,0,"Lost WC",314,293,21,"Coslet","O'Brien","O'Brien","Thomas","Moore",11,6,10,12,4,13,9,28,1.3,-3.8,-2.4,-1.2,-1.2,"nyj",5,"Coslet","",0,"Coslet",0,0,18,30,0,0,0,-12,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,1,-4,4,0,-94,22,-116,14,14,8,4,10,12,9,0,-7.2,2.9,-4.5,-4.8,0.3,0.25,0.5,-0.25,0.5,0.375,0.333333333333333,-1,0.892857142857143,0.714285714285714,0.642857142857143,0.571428571428571,0.5,0.892857142857143,0.642857142857143,-0.0555555555555556,-0.125,0,1,1,0,-1.73205080756888,0,0,1,0,0,0,0,"Dick Steinberg",0,1,1,1,0,0.125,0,0,-0.125,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0.0333333333333333
"1196",1993,"NFL","New York Jets",8,8,0,"",270,247,23,"Coslet","Johnson","Esiason","Johnson","Moore",21,9,6,8,7,12,6,28,1.4,-0.6,0.8,-2.1,2.9,"nyj",5,"Coslet","",1992,"NFL","New York Jets",4,12,0,"",220,315,-95,"Coslet","Lewis","Nagle","Baxter","Moore",25,20,18,16,14,25,18,28,-5.9,-0.9,-6.9,-6,-0.9,"nyj",5,"Coslet","",0,"Carroll",1,0,26,38,0,0,0,-12,0,0,0,0,0,0,0,1,1,0,4,1,1,0,0,0,1,4,-4,0,50,-68,118,-4,-11,-12,-8,-7,-13,-12,0,7.3,0.3,7.7,3.9,3.8,0.5,0.25,0.25,0.3,0.40625,0.25,-2,0.75,0.321428571428571,0.214285714285714,0.285714285714286,0.25,0.428571428571429,0.214285714285714,-0.0625,-0.125,0,1,1,0,-1.5,0,0,0,1,0,0,0,"Dick Steinberg",0,1,2,1,0.25,0.15625,0.25,0.125,0,0,0.25,0,0.25,0,0,0,0,0.025
"1197",1994,"NFL","New York Jets",6,10,0,"",264,320,-56,"Carroll","Moore","Esiason","Johnson","Moore",25,22,14,22,5,21,25,28,-3.5,1.3,-2.2,-3.7,1.5,"nyj",5,"Carroll","",1993,"NFL","New York Jets",8,8,0,"",270,247,23,"Coslet","Johnson","Esiason","Johnson","Moore",21,9,6,8,7,12,6,28,1.4,-0.6,0.8,-2.1,2.9,"nyj",5,"Coslet","",0,"Kotite",1,1,6,10,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-2,2,0,-6,73,-79,4,13,8,14,-2,9,19,0,-4.9,1.9,-3,-1.6,-1.4,0.375,0.5,-0.125,0.5,0.375,0,-1,0.892857142857143,0.785714285714286,0.5,0.785714285714286,0.178571428571429,0.75,0.892857142857143,-0.5,0,-1,0,0,0,-1,1,0,0,0,0,0,0,"Dick Steinberg",0,1,1,1,-0.125,-0.125,-0.125,-0.125,-0.125,0,0,0,0,0,0,0,0,0
